target_item_id,source_id,method,confidence
minecraft:resin_brick,minecraft:resin_brick,identity,high
minecraft:resin_brick_slab,minecraft:resin_brick_slab,identity,high
minecraft:resin_brick_stairs,minecraft:resin_brick_stairs,identity,high
minecraft:resin_brick_wall,minecraft:resin_brick_wall,identity,high
minecraft:resin_bricks,minecraft:resin_bricks,identity,high
minecraft:resin_clump,minecraft:resin_clump,identity,high
minecraft:respawn_anchor,minecraft:respawn_anchor,identity,high
minecraft:rib_armor_trim_smithing_template,minecraft:netherrack,auto,medium
minecraft:rib_armor_trim_smithing_template,minecraft:rib_armor_trim_smithing_template,identity,high
minecraft:rooted_dirt,minecraft:rooted_dirt,identity,high
minecraft:rose_bush,minecraft:rose_bush,identity,high
minecraft:rotten_flesh,minecraft:rotten_flesh,identity,high
minecraft:saddle,minecraft:leather,auto,medium
minecraft:saddle,minecraft:saddle,identity,high
minecraft:salmon,minecraft:salmon,identity,high
minecraft:salmon_bucket,minecraft:salmon_bucket,identity,high
minecraft:salmon_spawn_egg,minecraft:salmon_spawn_egg,identity,high
minecraft:sand,minecraft:sand,identity,high
minecraft:sandstone,minecraft:sandstone,identity,high
minecraft:sandstone_slab,minecraft:sandstone_slab,identity,high
minecraft:sandstone_stairs,minecraft:sandstone_stairs,identity,high
minecraft:sandstone_wall,minecraft:sandstone_wall,identity,high
minecraft:scaffolding,minecraft:bamboo,auto,medium
minecraft:scaffolding,minecraft:scaffolding,identity,high
minecraft:scrape_pottery_sherd,minecraft:scrape_pottery_sherd,identity,high
minecraft:sculk,minecraft:sculk,identity,high
minecraft:sculk_catalyst,minecraft:sculk_catalyst,identity,high
minecraft:sculk_sensor,minecraft:sculk_sensor,identity,high
minecraft:sculk_shrieker,minecraft:sculk_shrieker,identity,high
minecraft:sculk_vein,minecraft:sculk_vein,identity,high
minecraft:sea_lantern,minecraft:sea_lantern,identity,high
minecraft:sea_pickle,minecraft:sea_pickle,identity,high
minecraft:seagrass,minecraft:seagrass,identity,high
minecraft:seagrass,minecraft:tall_seagrass,auto,medium
minecraft:sentry_armor_trim_smithing_template,minecraft:sentry_armor_trim_smithing_template,identity,high
minecraft:shaper_armor_trim_smithing_template,minecraft:shaper_armor_trim_smithing_template,identity,high
minecraft:shaper_armor_trim_smithing_template,minecraft:terracotta,auto,medium
minecraft:sheaf_pottery_sherd,minecraft:sheaf_pottery_sherd,identity,high
minecraft:shears,minecraft:shears,identity,high
minecraft:sheep_spawn_egg,minecraft:sheep_spawn_egg,identity,high
minecraft:shelter_pottery_sherd,minecraft:shelter_pottery_sherd,identity,high
minecraft:shield,minecraft:shield,identity,high
minecraft:short_dry_grass,minecraft:short_dry_grass,identity,high
minecraft:short_grass,minecraft:short_grass,identity,high
minecraft:short_grass,minecraft:tall_grass,auto,medium
minecraft:shroomlight,minecraft:shroomlight,identity,high
minecraft:shulker_box,minecraft:shulker_box,identity,high
minecraft:shulker_box,minecraft:shulker_shell,auto,medium
minecraft:shulker_shell,minecraft:shulker_shell,identity,high
minecraft:shulker_spawn_egg,minecraft:shulker_spawn_egg,identity,high
minecraft:silence_armor_trim_smithing_template,minecraft:silence_armor_trim_smithing_template,identity,high
minecraft:silverfish_spawn_egg,minecraft:silverfish_spawn_egg,identity,high
minecraft:skeleton_horse_spawn_egg,minecraft:skeleton_horse_spawn_egg,identity,high
minecraft:skeleton_skull,minecraft:skeleton_skull,identity,high
minecraft:skeleton_spawn_egg,minecraft:skeleton_spawn_egg,identity,high
minecraft:skull_banner_pattern,minecraft:skull_banner_pattern,identity,high
minecraft:skull_pottery_sherd,minecraft:skull_pottery_sherd,identity,high
minecraft:slime_ball,minecraft:slime_ball,identity,high
minecraft:slime_block,minecraft:slime_block,identity,high
minecraft:slime_spawn_egg,minecraft:slime_spawn_egg,identity,high
minecraft:small_amethyst_bud,minecraft:small_amethyst_bud,identity,high
minecraft:small_dripleaf,minecraft:small_dripleaf,identity,high
minecraft:smithing_table,minecraft:smithing_table,identity,high
minecraft:smoker,minecraft:smoker,identity,high
minecraft:smooth_basalt,minecraft:smooth_basalt,identity,high
minecraft:smooth_quartz,minecraft:smooth_quartz,identity,high
minecraft:smooth_quartz_slab,minecraft:smooth_quartz_slab,identity,high
minecraft:smooth_quartz_stairs,minecraft:smooth_quartz_stairs,identity,high
minecraft:smooth_red_sandstone,minecraft:smooth_red_sandstone,identity,high
minecraft:smooth_red_sandstone_slab,minecraft:smooth_red_sandstone_slab,identity,high
minecraft:smooth_red_sandstone_stairs,minecraft:smooth_red_sandstone_stairs,identity,high
minecraft:smooth_sandstone,minecraft:smooth_sandstone,identity,high
minecraft:smooth_sandstone_slab,minecraft:smooth_sandstone_slab,identity,high
minecraft:smooth_sandstone_stairs,minecraft:smooth_sandstone_stairs,identity,high
minecraft:smooth_stone,minecraft:smooth_stone,identity,high
minecraft:smooth_stone_slab,minecraft:smooth_stone_slab,identity,high
minecraft:sniffer_egg,minecraft:sniffer_egg,identity,high
minecraft:sniffer_spawn_egg,minecraft:sniffer_spawn_egg,identity,high
minecraft:snort_pottery_sherd,minecraft:snort_pottery_sherd,identity,high
minecraft:snout_armor_trim_smithing_template,minecraft:blackstone,auto,medium
minecraft:snout_armor_trim_smithing_template,minecraft:snout_armor_trim_smithing_template,identity,high
minecraft:snow,minecraft:snow,identity,high
minecraft:snow_block,minecraft:snow_block,identity,high
minecraft:snow_golem_spawn_egg,minecraft:snow_golem_spawn_egg,identity,high
minecraft:snowball,minecraft:snowball,identity,high
minecraft:soul_campfire,minecraft:soul_campfire,identity,high
minecraft:soul_lantern,minecraft:soul_lantern,identity,high
minecraft:soul_sand,minecraft:soul_sand,identity,high
minecraft:soul_soil,minecraft:soul_soil,identity,high
minecraft:soul_torch,minecraft:charcoal,auto,medium
minecraft:soul_torch,minecraft:coal,auto,medium
minecraft:soul_torch,minecraft:soul_torch,identity,high
minecraft:spawner,minecraft:spawner,identity,high
minecraft:spectral_arrow,minecraft:spectral_arrow,identity,high
minecraft:spider_eye,minecraft:spider_eye,identity,high
minecraft:spider_spawn_egg,minecraft:spider_spawn_egg,identity,high
minecraft:spire_armor_trim_smithing_template,minecraft:purpur_block,auto,medium
minecraft:spire_armor_trim_smithing_template,minecraft:spire_armor_trim_smithing_template,identity,high
minecraft:splash_potion,minecraft:splash_potion,identity,high
minecraft:sponge,minecraft:sponge,identity,high
minecraft:spore_blossom,minecraft:spore_blossom,identity,high
minecraft:spruce_boat,minecraft:spruce_boat,identity,high
minecraft:spruce_button,minecraft:spruce_button,identity,high
minecraft:spruce_chest_boat,minecraft:spruce_boat,auto,medium
minecraft:spruce_chest_boat,minecraft:spruce_chest_boat,identity,high
minecraft:spruce_door,minecraft:spruce_door,identity,high
minecraft:spruce_fence,minecraft:spruce_fence,identity,high
minecraft:spruce_fence,minecraft:spruce_planks,auto,medium
minecraft:spruce_fence_gate,minecraft:spruce_fence_gate,identity,high
minecraft:spruce_fence_gate,minecraft:spruce_planks,auto,medium
minecraft:spruce_hanging_sign,minecraft:spruce_hanging_sign,identity,high
minecraft:spruce_leaves,minecraft:spruce_leaves,identity,high
minecraft:spruce_log,minecraft:spruce_log,identity,high
minecraft:spruce_planks,minecraft:acacia_log,auto,medium
minecraft:spruce_planks,minecraft:birch_log,auto,medium
minecraft:spruce_planks,minecraft:cherry_log,auto,medium
minecraft:spruce_planks,minecraft:dark_oak_log,auto,medium
minecraft:spruce_planks,minecraft:jungle_log,auto,medium
minecraft:spruce_planks,minecraft:mangrove_log,auto,medium
minecraft:spruce_planks,minecraft:oak_log,auto,medium
minecraft:spruce_planks,minecraft:spruce_log,auto,medium
minecraft:spruce_planks,minecraft:spruce_planks,identity,high
minecraft:spruce_pressure_plate,minecraft:spruce_pressure_plate,identity,high
minecraft:spruce_sapling,minecraft:spruce_leaves,auto,medium
minecraft:spruce_sapling,minecraft:spruce_sapling,identity,high
minecraft:spruce_shelf,minecraft:spruce_shelf,identity,high
minecraft:spruce_sign,minecraft:spruce_planks,auto,medium
minecraft:spruce_sign,minecraft:spruce_sign,identity,high
minecraft:spruce_slab,minecraft:spruce_slab,identity,high
minecraft:spruce_stairs,minecraft:spruce_stairs,identity,high
minecraft:spruce_trapdoor,minecraft:spruce_trapdoor,identity,high
minecraft:spruce_wood,minecraft:spruce_wood,identity,high
minecraft:spyglass,minecraft:spyglass,identity,high
minecraft:squid_spawn_egg,minecraft:squid_spawn_egg,identity,high
minecraft:stick,minecraft:acacia_leaves,auto,medium
minecraft:stick,minecraft:acacia_log,auto,medium
minecraft:stick,minecraft:azalea_leaves,auto,medium
minecraft:stick,minecraft:bamboo_block,auto,medium
minecraft:stick,minecraft:birch_leaves,auto,medium
minecraft:stick,minecraft:birch_log,auto,medium
minecraft:stick,minecraft:cherry_leaves,auto,medium
minecraft:stick,minecraft:cherry_log,auto,medium
minecraft:stick,minecraft:crimson_stem,auto,medium
minecraft:stick,minecraft:dark_oak_leaves,auto,medium
minecraft:stick,minecraft:dark_oak_log,auto,medium
minecraft:stick,minecraft:dead_bush,auto,medium
minecraft:stick,minecraft:flowering_azalea_leaves,auto,medium
minecraft:stick,minecraft:jungle_leaves,auto,medium
minecraft:stick,minecraft:jungle_log,auto,medium
minecraft:stick,minecraft:mangrove_leaves,auto,medium
minecraft:stick,minecraft:mangrove_log,auto,medium
minecraft:stick,minecraft:oak_leaves,auto,medium
minecraft:stick,minecraft:oak_log,auto,medium
minecraft:stick,minecraft:pale_oak_leaves,auto,medium
minecraft:stick,minecraft:spruce_leaves,auto,medium
minecraft:stick,minecraft:spruce_log,auto,medium
minecraft:stick,minecraft:stick,identity,high
minecraft:stick,minecraft:warped_stem,auto,medium
minecraft:sticky_piston,minecraft:sticky_piston,identity,high
minecraft:stone,minecraft:stone,identity,high
minecraft:stone_axe,minecraft:stone_axe,identity,high
minecraft:stone_brick_slab,minecraft:stone_brick_slab,identity,high
minecraft:stone_brick_stairs,minecraft:stone_brick_stairs,identity,high
minecraft:stone_brick_wall,minecraft:stone_brick_wall,identity,high
minecraft:stone_bricks,minecraft:stone_bricks,identity,high
minecraft:stone_button,minecraft:stone_button,identity,high
minecraft:stone_hoe,minecraft:stone_hoe,identity,high
minecraft:stone_pickaxe,minecraft:stone_pickaxe,identity,high
minecraft:stone_pressure_plate,minecraft:stone_pressure_plate,identity,high
minecraft:stone_shovel,minecraft:stone_shovel,identity,high
minecraft:stone_slab,minecraft:stone_slab,identity,high
minecraft:stone_spear,minecraft:stone_spear,identity,high
minecraft:stone_stairs,minecraft:stone_stairs,identity,high
minecraft:stone_sword,minecraft:stone_sword,identity,high
minecraft:stonecutter,minecraft:stone,auto,medium
minecraft:stonecutter,minecraft:stonecutter,identity,high
minecraft:stray_spawn_egg,minecraft:stray_spawn_egg,identity,high
minecraft:strider_spawn_egg,minecraft:strider_spawn_egg,identity,high
minecraft:string,minecraft:cobweb,auto,medium
minecraft:string,minecraft:string,identity,high
minecraft:stripped_acacia_log,minecraft:stripped_acacia_log,identity,high
minecraft:stripped_acacia_wood,minecraft:stripped_acacia_wood,identity,high
minecraft:stripped_bamboo_block,minecraft:stripped_bamboo_block,identity,high
minecraft:stripped_birch_log,minecraft:stripped_birch_log,identity,high
minecraft:stripped_birch_wood,minecraft:stripped_birch_wood,identity,high
minecraft:stripped_cherry_log,minecraft:stripped_cherry_log,identity,high
minecraft:stripped_cherry_wood,minecraft:stripped_cherry_wood,identity,high
minecraft:stripped_crimson_hyphae,minecraft:stripped_crimson_hyphae,identity,high
minecraft:stripped_crimson_stem,minecraft:stripped_crimson_stem,identity,high
minecraft:stripped_dark_oak_log,minecraft:stripped_dark_oak_log,identity,high
minecraft:stripped_dark_oak_wood,minecraft:stripped_dark_oak_wood,identity,high
minecraft:stripped_jungle_log,minecraft:stripped_jungle_log,identity,high
minecraft:stripped_jungle_wood,minecraft:stripped_jungle_wood,identity,high
minecraft:stripped_mangrove_log,minecraft:stripped_mangrove_log,identity,high
minecraft:stripped_mangrove_wood,minecraft:stripped_mangrove_wood,identity,high
minecraft:stripped_oak_log,minecraft:stripped_oak_log,identity,high
minecraft:stripped_oak_wood,minecraft:stripped_oak_wood,identity,high
minecraft:stripped_pale_oak_log,minecraft:stripped_pale_oak_log,identity,high
minecraft:stripped_pale_oak_wood,minecraft:stripped_pale_oak_wood,identity,high
minecraft:stripped_spruce_log,minecraft:stripped_spruce_log,identity,high
minecraft:stripped_spruce_wood,minecraft:stripped_spruce_wood,identity,high
minecraft:stripped_warped_hyphae,minecraft:stripped_warped_hyphae,identity,high
minecraft:stripped_warped_stem,minecraft:stripped_warped_stem,identity,high
minecraft:structure_block,minecraft:structure_block,identity,high
minecraft:structure_void,minecraft:structure_void,identity,high
minecraft:sugar,minecraft:sugar,identity,high
minecraft:sugar,minecraft:sugar_cane,auto,medium
minecraft:sugar_cane,minecraft:sugar_cane,identity,high
minecraft:sunflower,minecraft:sunflower,identity,high
minecraft:suspicious_gravel,minecraft:suspicious_gravel,identity,high
minecraft:suspicious_sand,minecraft:suspicious_sand,identity,high
minecraft:suspicious_stew,minecraft:suspicious_stew,identity,high
minecraft:sweet_berries,minecraft:sweet_berries,identity,high
minecraft:sweet_berries,minecraft:sweet_berry_bush,auto,medium
minecraft:tadpole_bucket,minecraft:tadpole_bucket,identity,high
minecraft:tadpole_spawn_egg,minecraft:tadpole_spawn_egg,identity,high
minecraft:tall_dry_grass,minecraft:tall_dry_grass,identity,high
minecraft:tall_grass,minecraft:tall_grass,identity,high
minecraft:target,minecraft:target,identity,high
minecraft:terracotta,minecraft:terracotta,identity,high
minecraft:test_block,minecraft:test_block,identity,high
minecraft:test_instance_block,minecraft:test_instance_block,identity,high
minecraft:tide_armor_trim_smithing_template,minecraft:prismarine,auto,medium
minecraft:tide_armor_trim_smithing_template,minecraft:tide_armor_trim_smithing_template,identity,high
minecraft:tinted_glass,minecraft:glass,auto,medium
minecraft:tinted_glass,minecraft:tinted_glass,identity,high
minecraft:tipped_arrow,minecraft:tipped_arrow,identity,high
minecraft:tnt,minecraft:tnt,identity,high
minecraft:tnt_minecart,minecraft:tnt_minecart,identity,high
minecraft:torch,minecraft:charcoal,auto,medium
minecraft:torch,minecraft:coal,auto,medium
minecraft:torch,minecraft:torch,identity,high
minecraft:torchflower,minecraft:torchflower,identity,high
minecraft:torchflower_seeds,minecraft:torchflower_seeds,identity,high
minecraft:totem_of_undying,minecraft:totem_of_undying,identity,high
minecraft:trader_llama_spawn_egg,minecraft:trader_llama_spawn_egg,identity,high
minecraft:trapped_chest,minecraft:trapped_chest,identity,high
minecraft:trapped_chest,minecraft:tripwire_hook,auto,medium
minecraft:trial_key,minecraft:trial_key,identity,high
minecraft:trial_spawner,minecraft:trial_spawner,identity,high
minecraft:trident,minecraft:trident,identity,high
minecraft:tripwire_hook,minecraft:tripwire_hook,identity,high
minecraft:tropical_fish,minecraft:tropical_fish,identity,high
minecraft:tropical_fish_bucket,minecraft:tropical_fish_bucket,identity,high
minecraft:tropical_fish_spawn_egg,minecraft:tropical_fish_spawn_egg,identity,high
minecraft:tube_coral,minecraft:tube_coral,identity,high
minecraft:tube_coral_block,minecraft:tube_coral_block,identity,high
minecraft:tube_coral_fan,minecraft:tube_coral_fan,identity,high
minecraft:tuff,minecraft:tuff,identity,high
minecraft:tuff_brick_slab,minecraft:tuff_brick_slab,identity,high
minecraft:tuff_brick_stairs,minecraft:tuff_brick_stairs,identity,high
minecraft:tuff_brick_wall,minecraft:tuff_brick_wall,identity,high
minecraft:tuff_bricks,minecraft:tuff_bricks,identity,high
minecraft:tuff_slab,minecraft:tuff_slab,identity,high
minecraft:tuff_stairs,minecraft:tuff_stairs,identity,high
minecraft:tuff_wall,minecraft:tuff_wall,identity,high
minecraft:turtle_egg,minecraft:turtle_egg,identity,high
minecraft:turtle_helmet,minecraft:turtle_helmet,identity,high
minecraft:turtle_scute,minecraft:turtle_scute,identity,high
minecraft:turtle_spawn_egg,minecraft:turtle_spawn_egg,identity,high
minecraft:twisting_vines,minecraft:twisting_vines,identity,high
minecraft:vault,minecraft:vault,identity,high
minecraft:verdant_froglight,minecraft:verdant_froglight,identity,high
minecraft:vex_armor_trim_smithing_template,minecraft:vex_armor_trim_smithing_template,identity,high
minecraft:vex_spawn_egg,minecraft:vex_spawn_egg,identity,high
minecraft:villager_spawn_egg,minecraft:villager_spawn_egg,identity,high
minecraft:vindicator_spawn_egg,minecraft:vindicator_spawn_egg,identity,high
minecraft:vine,minecraft:vine,identity,high
minecraft:wandering_trader_spawn_egg,minecraft:wandering_trader_spawn_egg,identity,high
minecraft:ward_armor_trim_smithing_template,minecraft:ward_armor_trim_smithing_template,identity,high
minecraft:warden_spawn_egg,minecraft:warden_spawn_egg,identity,high
minecraft:warped_button,minecraft:warped_button,identity,high
minecraft:warped_door,minecraft:warped_door,identity,high
minecraft:warped_fence,minecraft:warped_fence,identity,high
minecraft:warped_fence,minecraft:warped_planks,auto,medium
minecraft:warped_fence_gate,minecraft:warped_fence_gate,identity,high
minecraft:warped_fence_gate,minecraft:warped_planks,auto,medium
minecraft:warped_fungus,minecraft:warped_fungus,identity,high
minecraft:warped_fungus_on_a_stick,minecraft:warped_fungus_on_a_stick,identity,high
minecraft:warped_hanging_sign,minecraft:warped_hanging_sign,identity,high
minecraft:warped_hyphae,minecraft:warped_hyphae,identity,high
minecraft:warped_nylium,minecraft:warped_nylium,identity,high
minecraft:warped_planks,minecraft:warped_hyphae,auto,medium
minecraft:warped_planks,minecraft:warped_planks,identity,high
minecraft:warped_planks,minecraft:warped_stem,auto,medium
minecraft:warped_pressure_plate,minecraft:warped_pressure_plate,identity,high
minecraft:warped_roots,minecraft:warped_roots,identity,high
minecraft:warped_shelf,minecraft:warped_shelf,identity,high
minecraft:warped_sign,minecraft:warped_planks,auto,medium
minecraft:warped_sign,minecraft:warped_sign,identity,high
minecraft:warped_slab,minecraft:warped_slab,identity,high
minecraft:warped_stairs,minecraft:warped_stairs,identity,high
minecraft:warped_stem,minecraft:warped_stem,identity,high
minecraft:warped_trapdoor,minecraft:warped_trapdoor,identity,high
minecraft:warped_wart_block,minecraft:warped_wart_block,identity,high
minecraft:water_bucket,minecraft:water_bucket,identity,high
minecraft:waxed_chiseled_copper,minecraft:waxed_chiseled_copper,identity,high
minecraft:waxed_copper_block,minecraft:waxed_copper_block,identity,high
minecraft:waxed_copper_bulb,minecraft:waxed_copper_bulb,identity,high
minecraft:waxed_copper_chest,minecraft:waxed_copper_chest,identity,high
minecraft:waxed_copper_door,minecraft:waxed_copper_door,identity,high
minecraft:waxed_copper_golem_statue,minecraft:waxed_copper_golem_statue,identity,high
minecraft:waxed_copper_grate,minecraft:waxed_copper_grate,identity,high
minecraft:waxed_copper_trapdoor,minecraft:waxed_copper_trapdoor,identity,high
minecraft:waxed_cut_copper,minecraft:waxed_cut_copper,identity,high
minecraft:waxed_cut_copper_slab,minecraft:waxed_cut_copper_slab,identity,high
minecraft:waxed_cut_copper_stairs,minecraft:waxed_cut_copper_stairs,identity,high
minecraft:waxed_exposed_chiseled_copper,minecraft:waxed_exposed_chiseled_copper,identity,high
minecraft:waxed_exposed_copper,minecraft:waxed_exposed_copper,identity,high
minecraft:waxed_exposed_copper_bulb,minecraft:waxed_exposed_copper_bulb,identity,high
minecraft:waxed_exposed_copper_chest,minecraft:waxed_exposed_copper_chest,identity,high
minecraft:waxed_exposed_copper_door,minecraft:waxed_exposed_copper_door,identity,high
minecraft:waxed_exposed_copper_golem_statue,minecraft:waxed_exposed_copper_golem_statue,identity,high
minecraft:waxed_exposed_copper_grate,minecraft:waxed_exposed_copper_grate,identity,high
minecraft:waxed_exposed_copper_trapdoor,minecraft:waxed_exposed_copper_trapdoor,identity,high
minecraft:waxed_exposed_cut_copper,minecraft:waxed_exposed_cut_copper,identity,high
minecraft:waxed_exposed_cut_copper_slab,minecraft:waxed_exposed_cut_copper_slab,identity,high
minecraft:waxed_exposed_cut_copper_stairs,minecraft:waxed_exposed_cut_copper_stairs,identity,high
minecraft:waxed_exposed_lightning_rod,minecraft:waxed_exposed_lightning_rod,identity,high
minecraft:waxed_lightning_rod,minecraft:waxed_lightning_rod,identity,high
minecraft:waxed_oxidized_chiseled_copper,minecraft:waxed_oxidized_chiseled_copper,identity,high
minecraft:waxed_oxidized_copper,minecraft:waxed_oxidized_copper,identity,high
minecraft:waxed_oxidized_copper_bulb,minecraft:waxed_oxidized_copper_bulb,identity,high
minecraft:waxed_oxidized_copper_chest,minecraft:waxed_oxidized_copper_chest,identity,high
minecraft:waxed_oxidized_copper_door,minecraft:waxed_oxidized_copper_door,identity,high
minecraft:waxed_oxidized_copper_golem_statue,minecraft:waxed_oxidized_copper_golem_statue,identity,high
minecraft:waxed_oxidized_copper_grate,minecraft:waxed_oxidized_copper_grate,identity,high
minecraft:waxed_oxidized_copper_trapdoor,minecraft:waxed_oxidized_copper_trapdoor,identity,high
minecraft:waxed_oxidized_cut_copper,minecraft:waxed_oxidized_cut_copper,identity,high
minecraft:waxed_oxidized_cut_copper_slab,minecraft:waxed_oxidized_cut_copper_slab,identity,high
minecraft:waxed_oxidized_cut_copper_stairs,minecraft:waxed_oxidized_cut_copper_stairs,identity,high
minecraft:waxed_oxidized_lightning_rod,minecraft:waxed_oxidized_lightning_rod,identity,high
minecraft:waxed_weathered_chiseled_copper,minecraft:waxed_weathered_chiseled_copper,identity,high
minecraft:waxed_weathered_copper,minecraft:waxed_weathered_copper,identity,high
minecraft:waxed_weathered_copper_bulb,minecraft:waxed_weathered_copper_bulb,identity,high
minecraft:waxed_weathered_copper_chest,minecraft:waxed_weathered_copper_chest,identity,high
minecraft:waxed_weathered_copper_door,minecraft:waxed_weathered_copper_door,identity,high
minecraft:waxed_weathered_copper_golem_statue,minecraft:waxed_weathered_copper_golem_statue,identity,high
minecraft:waxed_weathered_copper_grate,minecraft:waxed_weathered_copper_grate,identity,high
minecraft:waxed_weathered_copper_trapdoor,minecraft:waxed_weathered_copper_trapdoor,identity,high
minecraft:waxed_weathered_cut_copper,minecraft:waxed_weathered_cut_copper,identity,high
minecraft:waxed_weathered_cut_copper_slab,minecraft:waxed_weathered_cut_copper_slab,identity,high
minecraft:waxed_weathered_cut_copper_stairs,minecraft:waxed_weathered_cut_copper_stairs,identity,high
minecraft:waxed_weathered_lightning_rod,minecraft:waxed_weathered_lightning_rod,identity,high
minecraft:wayfinder_armor_trim_smithing_template,minecraft:terracotta,auto,medium
minecraft:wayfinder_armor_trim_smithing_template,minecraft:wayfinder_armor_trim_smithing_template,identity,high
minecraft:weathered_chiseled_copper,minecraft:weathered_chiseled_copper,identity,high
minecraft:weathered_copper,minecraft:weathered_copper,identity,high
minecraft:weathered_copper_bulb,minecraft:weathered_copper_bulb,identity,high
minecraft:weathered_copper_chest,minecraft:weathered_copper_chest,identity,high
minecraft:weathered_copper_door,minecraft:weathered_copper_door,identity,high
minecraft:weathered_copper_golem_statue,minecraft:weathered_copper_golem_statue,identity,high
minecraft:weathered_copper_grate,minecraft:weathered_copper_grate,identity,high
minecraft:weathered_copper_trapdoor,minecraft:weathered_copper_trapdoor,identity,high
minecraft:weathered_cut_copper,minecraft:weathered_cut_copper,identity,high
minecraft:weathered_cut_copper_slab,minecraft:weathered_cut_copper_slab,identity,high
minecraft:weathered_cut_copper_stairs,minecraft:weathered_cut_copper_stairs,identity,high
minecraft:weathered_lightning_rod,minecraft:weathered_lightning_rod,identity,high
minecraft:weeping_vines,minecraft:weeping_vines,identity,high
minecraft:wet_sponge,minecraft:wet_sponge,identity,high
minecraft:wheat,minecraft:wheat,identity,high
minecraft:wheat_seeds,minecraft:fern,auto,medium
minecraft:wheat_seeds,minecraft:large_fern,auto,medium
minecraft:wheat_seeds,minecraft:short_grass,auto,medium
minecraft:wheat_seeds,minecraft:tall_grass,auto,medium
minecraft:wheat_seeds,minecraft:wheat_seeds,identity,high
minecraft:white_banner,minecraft:white_banner,identity,high
minecraft:white_banner,minecraft:white_wool,auto,medium
minecraft:white_bed,minecraft:white_bed,identity,high
minecraft:white_bundle,minecraft:white_bundle,identity,high
minecraft:white_candle,minecraft:white_candle,identity,high
minecraft:white_carpet,minecraft:white_carpet,identity,high
minecraft:white_concrete,minecraft:white_concrete,identity,high
minecraft:white_concrete_powder,minecraft:white_concrete_powder,identity,high
minecraft:white_dye,minecraft:white_dye,identity,high
minecraft:white_glazed_terracotta,minecraft:white_glazed_terracotta,identity,high
minecraft:white_harness,minecraft:white_harness,identity,high
minecraft:white_shulker_box,minecraft:white_shulker_box,identity,high
minecraft:white_stained_glass,minecraft:white_stained_glass,identity,high
minecraft:white_stained_glass_pane,minecraft:white_stained_glass_pane,identity,high
minecraft:white_terracotta,minecraft:white_terracotta,identity,high
minecraft:white_tulip,minecraft:white_tulip,identity,high
minecraft:white_wool,minecraft:white_wool,identity,high
minecraft:wild_armor_trim_smithing_template,minecraft:mossy_cobblestone,auto,medium
minecraft:wild_armor_trim_smithing_template,minecraft:wild_armor_trim_smithing_template,identity,high
minecraft:wildflowers,minecraft:wildflowers,identity,high
minecraft:wind_charge,minecraft:wind_charge,identity,high
minecraft:witch_spawn_egg,minecraft:witch_spawn_egg,identity,high
minecraft:wither_rose,minecraft:wither_rose,identity,high
minecraft:wither_skeleton_skull,minecraft:wither_skeleton_skull,identity,high
minecraft:wither_skeleton_spawn_egg,minecraft:wither_skeleton_spawn_egg,identity,high
minecraft:wither_spawn_egg,minecraft:wither_spawn_egg,identity,high
minecraft:wolf_armor,minecraft:wolf_armor,identity,high
minecraft:wolf_spawn_egg,minecraft:wolf_spawn_egg,identity,high
minecraft:wooden_axe,minecraft:wooden_axe,identity,high
minecraft:wooden_hoe,minecraft:wooden_hoe,identity,high
minecraft:wooden_pickaxe,minecraft:wooden_pickaxe,identity,high
minecraft:wooden_shovel,minecraft:wooden_shovel,identity,high
minecraft:wooden_spear,minecraft:wooden_spear,identity,high
minecraft:wooden_sword,minecraft:wooden_sword,identity,high
minecraft:writable_book,minecraft:writable_book,identity,high
minecraft:written_book,minecraft:written_book,identity,high
minecraft:yellow_banner,minecraft:yellow_banner,identity,high
minecraft:yellow_banner,minecraft:yellow_wool,auto,medium
minecraft:yellow_bed,minecraft:yellow_bed,identity,high
minecraft:yellow_bundle,minecraft:yellow_bundle,identity,high
minecraft:yellow_candle,minecraft:yellow_candle,identity,high
minecraft:yellow_carpet,minecraft:yellow_carpet,identity,high
minecraft:yellow_concrete,minecraft:yellow_concrete,identity,high
minecraft:yellow_concrete_powder,minecraft:yellow_concrete_powder,identity,high
minecraft:yellow_dye,minecraft:yellow_dye,identity,high
minecraft:yellow_glazed_terracotta,minecraft:yellow_glazed_terracotta,identity,high
minecraft:yellow_harness,minecraft:yellow_harness,identity,high
minecraft:yellow_shulker_box,minecraft:yellow_shulker_box,identity,high
minecraft:yellow_stained_glass,minecraft:yellow_stained_glass,identity,high
minecraft:yellow_stained_glass_pane,minecraft:yellow_stained_glass_pane,identity,high
minecraft:yellow_terracotta,minecraft:yellow_terracotta,identity,high
minecraft:yellow_wool,minecraft:yellow_wool,identity,high
minecraft:zoglin_spawn_egg,minecraft:zoglin_spawn_egg,identity,high
minecraft:zombie_head,minecraft:zombie_head,identity,high
minecraft:zombie_horse_spawn_egg,minecraft:zombie_horse_spawn_egg,identity,high
minecraft:zombie_nautilus_spawn_egg,minecraft:zombie_nautilus_spawn_egg,identity,high
minecraft:zombie_spawn_egg,minecraft:zombie_spawn_egg,identity,high
minecraft:zombie_villager_spawn_egg,minecraft:zombie_villager_spawn_egg,identity,high
minecraft:zombified_piglin_spawn_egg,minecraft:zombified_piglin_spawn_egg,identity,high
